#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
dCache_2             PF08269.11 AKN15232             -            6.1e-09   35.5   5.9   1.9e-08   33.8   1.8   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_128474224         -            4.8e-30  105.2   5.1   5.5e-30  105.0   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_128474224         -              2e-12   47.0   2.0   3.4e-12   46.2   1.2   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_128474224         -              6e-09   35.5   5.6     2e-08   33.8   1.5   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_029318506         -            8.2e-30  104.4   4.8   9.4e-30  104.2   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_029318506         -            1.6e-12   47.3   2.2   2.9e-12   46.5   1.3   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_029318506         -              7e-09   35.3   6.2     2e-08   33.8   1.8   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 AAA20556             -            6.4e-30  104.8   5.1   7.3e-30  104.6   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  AAA20556             -            2.2e-12   46.9   2.1   3.5e-12   46.2   1.3   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 AAA20556             -            4.8e-09   35.8   5.8     2e-08   33.8   1.5   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_072175134         -            2.3e-30  106.2   5.2   2.7e-30  106.0   5.2   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_072175134         -            1.8e-12   47.2   2.1     3e-12   46.4   1.3   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_072175134         -            5.2e-09   35.7   5.6   1.7e-08   34.0   1.7   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_064671641         -            7.1e-30  104.6   4.6   8.2e-30  104.4   4.6   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_064671641         -            1.6e-12   47.3   2.2   2.9e-12   46.5   1.3   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_064671641         -            5.3e-09   35.7   5.6     2e-08   33.8   1.8   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 RAP08521             -            1.8e-30  106.6   5.2   2.1e-30  106.4   5.2   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  RAP08521             -            1.5e-12   47.4   2.2   2.5e-12   46.7   1.3   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 RAP08521             -            6.1e-09   35.5   6.3   1.6e-08   34.1   1.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_072692754         -            3.1e-30  105.8   4.9   3.6e-30  105.6   4.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_072692754         -            3.6e-12   46.2   2.0   6.2e-12   45.4   1.2   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_072692754         -            1.6e-07   30.8   5.8   5.5e-07   29.1   1.7   2.3   1   1   0   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_042974482         -            4.5e-30  105.2   5.1   5.2e-30  105.0   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_042974482         -            1.4e-12   47.5   2.4   2.5e-12   46.7   1.5   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_042974482         -            6.2e-09   35.4   6.3   1.6e-08   34.1   1.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_015251356         -            3.9e-30  105.4   4.9   4.5e-30  105.2   4.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_015251356         -            1.4e-12   47.5   2.4   2.5e-12   46.7   1.5   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_015251356         -            5.9e-09   35.5   6.1   1.8e-08   33.9   2.0   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 KIO58270             -            4.7e-31  108.5   5.1   5.4e-31  108.3   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  KIO58270             -            1.4e-12   47.5   2.2   2.5e-12   46.7   1.4   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 KIO58270             -            1.6e-09   37.3   6.0   1.7e-08   34.0   1.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 ASK25110             -            2.2e-30  106.3   5.0   2.5e-30  106.1   5.0   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  ASK25110             -            2.9e-12   46.5   1.2   2.9e-12   46.5   1.2   1.8   2   1   1   3   3   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 ASK25110             -            1.1e-08   34.6   7.1   1.8e-08   33.9   1.7   2.5   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_087962049         -            3.6e-30  105.6   4.9   4.1e-30  105.4   4.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_087962049         -            1.9e-12   47.1   2.1   2.9e-12   46.5   1.2   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_087962049         -            6.3e-09   35.4   6.0   2.1e-08   33.7   1.8   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_123373905         -            4.1e-30  105.4   3.9   4.7e-30  105.2   3.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_123373905         -            1.8e-12   47.2   2.1   2.9e-12   46.5   1.2   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_123373905         -            4.8e-09   35.8   5.2   1.6e-08   34.1   1.6   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_071582502         -            4.1e-30  105.4   4.8   4.7e-30  105.2   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_071582502         -            1.4e-12   47.5   2.4   2.5e-12   46.7   1.5   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_071582502         -              6e-09   35.5   6.3   1.8e-08   33.9   2.0   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_014477794         -            3.1e-30  105.8   4.7   3.6e-30  105.6   4.7   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_014477794         -            1.4e-12   47.5   1.4   2.7e-12   46.6   1.2   1.6   1   1   0   1   1   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_014477794         -            5.3e-09   35.7   5.9   1.8e-08   33.9   1.7   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 KIN43801             -            1.2e-29  103.9   4.8   1.4e-29  103.7   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  KIN43801             -              2e-12   47.0   2.1   2.9e-12   46.5   1.3   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 KIN43801             -            9.6e-09   34.8   5.9   1.8e-08   33.9   1.7   2.3   1   1   0   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_121591098         -            1.1e-29  104.0   4.4   1.3e-29  103.8   4.4   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_121591098         -            3.8e-12   46.1   1.6   6.2e-12   45.4   0.9   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_121591098         -            1.5e-08   34.1   5.0   3.5e-08   33.0   1.3   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 RPK18725             -            3.5e-31  108.9   5.5   4.1e-31  108.7   5.5   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  RPK18725             -            1.4e-12   47.5   2.4   2.5e-12   46.7   1.5   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 RPK18725             -            1.8e-08   33.9   2.0   1.8e-08   33.9   2.0   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 AFI29665             -            3.6e-31  108.8   4.7   4.1e-31  108.6   4.7   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  AFI29665             -            3.7e-12   46.1   2.8   5.8e-12   45.5   1.8   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 AFI29665             -            1.6e-08   34.1   1.9   1.6e-08   34.1   1.9   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_129507804         -              2e-30  106.4   5.4   2.3e-30  106.2   5.4   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_129507804         -            9.8e-13   48.0   1.7   1.7e-12   47.3   1.0   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_129507804         -            3.8e-08   32.9   1.5   3.8e-08   32.9   1.5   2.1   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_134975189         -            2.7e-31  109.2   5.0   3.1e-31  109.0   5.0   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_134975189         -            3.7e-12   46.1   2.8   5.8e-12   45.5   1.8   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_134975189         -            1.6e-08   34.1   1.9   1.6e-08   34.1   1.9   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_032732385         -            5.9e-31  108.1   4.8   6.8e-31  107.9   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_032732385         -            2.9e-12   46.5   2.4   5.1e-12   45.7   1.5   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_032732385         -            4.9e-09   35.8   6.6   9.7e-09   34.8   1.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_069150200         -            2.8e-31  109.2   5.0   3.2e-31  109.0   5.0   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_069150200         -            5.8e-12   45.5   1.8   5.8e-12   45.5   1.8   1.9   2   1   1   3   3   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_069150200         -            2.3e-08   33.6   2.6   2.3e-08   33.6   2.6   2.4   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_069840222         -            6.7e-31  108.0   4.4     8e-31  107.7   4.4   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_069840222         -            3.7e-12   46.1   2.8   5.8e-12   45.5   1.8   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_069840222         -            2.8e-08   33.3   2.9   2.8e-08   33.3   2.9   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_019259303         -              3e-31  109.1   4.8   3.5e-31  108.9   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_019259303         -            2.8e-12   46.5   2.4   5.1e-12   45.7   1.5   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_019259303         -            4.1e-09   36.0   6.7   9.5e-09   34.8   1.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_119995962         -            1.9e-31  109.8   4.2   2.1e-31  109.6   4.2   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_119995962         -              8e-14   51.6   1.6   1.4e-13   50.8   1.0   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_119995962         -            1.7e-09   37.3   4.8   2.2e-09   37.0   1.6   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_060399368         -            6.2e-31  108.1   4.3   7.1e-31  107.9   4.3   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_060399368         -            1.2e-12   47.7   2.5   2.2e-12   46.9   1.6   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_060399368         -            6.6e-09   35.4   6.3   7.7e-09   35.1   2.0   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_071579139         -            8.6e-31  107.6   5.5   9.8e-31  107.4   5.5   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_071579139         -            5.9e-12   45.5   1.9   5.9e-12   45.5   1.9   1.9   2   1   1   3   3   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_071579139         -            2.5e-07   30.2   9.6   1.3e-06   27.8   9.6   2.2   1   1   0   1   1   1   1 Cache domain
dCache_1             PF02743.18 WP_133486240         -            6.4e-31  108.0   4.0   7.3e-31  107.8   4.0   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_133486240         -            1.3e-12   47.6   2.5   2.2e-12   46.9   1.6   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_133486240         -            6.2e-09   35.5   6.3   9.2e-09   34.9   2.2   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_044429212         -            2.2e-31  109.5   6.8   2.5e-31  109.3   6.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_044429212         -            4.7e-13   49.1   2.0   8.9e-13   48.2   1.3   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_044429212         -              7e-09   35.3   1.7     7e-09   35.3   1.7   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 KFI02061             -            7.8e-32  111.0   6.7     9e-32  110.8   6.7   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  KFI02061             -            4.5e-13   49.1   1.7     9e-13   48.1   1.0   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 KFI02061             -            5.5e-09   35.6   1.4   5.5e-09   35.6   1.4   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_124044501         -              8e-31  107.7   5.1   9.3e-31  107.5   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_124044501         -            1.4e-13   50.8   1.0   1.4e-13   50.8   1.0   1.9   2   1   1   3   3   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_124044501         -              9e-09   34.9   6.7   4.6e-08   32.6   6.7   2.2   1   1   0   1   1   1   1 Cache domain
dCache_1             PF02743.18 SCV39439             -            1.9e-31  109.8   6.9   2.2e-31  109.6   6.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  SCV39439             -            2.7e-12   46.6   2.9   4.6e-12   45.8   2.0   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 SCV39439             -            2.4e-08   33.5   2.6   2.4e-08   33.5   2.6   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_114151298         -            5.4e-31  108.3   6.8   6.2e-31  108.1   6.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_114151298         -            4.1e-12   46.0   3.1   6.8e-12   45.3   2.1   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_114151298         -            2.3e-08   33.6   2.4   2.3e-08   33.6   2.4   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_019715516         -            1.4e-29  103.6   6.8   1.6e-29  103.4   6.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_019715516         -            3.6e-13   49.5   2.3   6.1e-13   48.7   1.4   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_019715516         -            7.4e-08   31.9   2.2   7.4e-08   31.9   2.2   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_044158899         -            4.1e-32  111.9   5.9   4.7e-32  111.7   5.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_044158899         -            4.9e-13   49.0   1.4   1.1e-12   47.8   1.0   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_044158899         -            6.1e-09   35.5   0.9   6.1e-09   35.5   0.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_010331639         -            1.9e-32  113.0   5.8   2.2e-32  112.8   5.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_010331639         -            2.3e-13   50.1   1.6   5.1e-13   48.9   1.2   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_010331639         -            1.4e-09   37.6   1.1   1.4e-09   37.6   1.1   2.3   1   1   0   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_039075666         -            2.5e-28   99.5   6.2   2.9e-28   99.3   6.2   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_039075666         -            2.5e-11   43.4   2.6   4.4e-11   42.6   1.5   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_039075666         -            1.4e-07   31.0   1.1   1.4e-07   31.0   1.1   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_105991666         -            8.1e-32  111.0   5.6   9.1e-32  110.8   5.6   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_105991666         -            5.1e-13   49.0   1.4   1.1e-12   47.8   0.9   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_105991666         -            6.2e-09   35.4   0.9   6.2e-09   35.4   0.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_010329863         -            6.6e-28   98.1   5.1   7.6e-28   98.0   5.1   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_010329863         -            7.3e-11   41.9   2.0   1.4e-10   40.9   1.2   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_010329863         -            9.7e-08   31.5   0.9   9.7e-08   31.5   0.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_059292666         -            6.7e-32  111.2   5.2   7.7e-32  111.0   5.2   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_059292666         -            5.3e-13   48.9   1.3   1.1e-12   47.9   1.0   1.7   1   1   0   1   1   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_059292666         -            5.7e-09   35.6   0.8   5.7e-09   35.6   0.8   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_101860042         -            1.8e-31  109.8   5.8     2e-31  109.7   5.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_101860042         -              4e-13   49.3   1.3   1.1e-12   47.9   0.7   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_101860042         -            8.9e-09   34.9   0.6   8.9e-09   34.9   0.6   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_103672551         -            2.4e-31  109.4   5.3   2.7e-31  109.3   5.3   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_103672551         -            2.4e-12   46.8   1.5     6e-12   45.4   0.9   1.9   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_103672551         -            1.1e-08   34.7   0.9   1.1e-08   34.7   0.9   2.3   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_121643166         -            1.8e-27   96.7   4.9   2.1e-27   96.5   4.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_121643166         -            7.6e-11   41.8   2.0   1.4e-10   40.9   1.2   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_121643166         -              1e-07   31.4   0.9     1e-07   31.4   0.9   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_106019460         -            3.3e-32  112.2   5.3   3.8e-32  112.1   5.3   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_106019460         -            1.4e-13   50.8   1.4   3.2e-13   49.6   1.0   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_106019460         -            2.4e-09   36.8   0.9   2.4e-09   36.8   0.9   2.3   1   1   0   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_064816531         -            3.9e-31  108.7   4.8   4.5e-31  108.5   4.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_064816531         -            1.1e-12   47.8   2.0   1.9e-12   47.1   1.2   1.7   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_064816531         -            1.2e-08   34.6   1.1   1.2e-08   34.6   1.1   2.1   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_087993367         -            1.7e-30  106.6   5.5   2.1e-30  106.4   5.5   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_087993367         -            1.4e-13   50.8   2.1   2.6e-13   49.9   1.2   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_087993367         -            1.7e-09   37.3   1.3   1.7e-09   37.3   1.3   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_075748927         -            1.6e-29  103.4   4.7   1.9e-29  103.2   4.7   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_075748927         -              8e-13   48.3   1.3   1.6e-12   47.3   0.9   1.8   1   1   1   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_075748927         -            3.4e-08   33.0   5.1   4.5e-08   32.6   1.0   2.2   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_024713021         -            1.4e-29  103.7   5.3   1.6e-29  103.4   5.3   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_024713021         -            7.1e-12   45.2   1.5   7.1e-12   45.2   1.5   1.8   2   1   0   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_024713021         -            3.4e-08   33.0   1.1   3.4e-08   33.0   1.1   1.9   1   1   1   2   2   1   1 Cache domain
dCache_1             PF02743.18 WP_013353348         -              6e-29  101.6   6.9   6.7e-29  101.4   6.9   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_013353348         -            1.1e-11   44.5   2.4   1.1e-11   44.5   2.4   1.6   2   0   0   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_013353348         -            2.3e-07   30.3   2.1   2.3e-07   30.3   2.1   2.5   1   1   2   3   3   1   1 Cache domain
dCache_1             PF02743.18 WP_088613332         -            4.2e-29  102.1   6.8   4.7e-29  101.9   6.8   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_088613332         -            2.6e-12   46.6   2.6   2.6e-12   46.6   2.6   1.6   2   0   0   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_088613332         -            5.2e-07   29.1   2.2   5.2e-07   29.1   2.2   2.5   1   1   2   3   3   1   1 Cache domain
dCache_1             PF02743.18 WP_065522112         -            1.7e-29  103.4   6.6   1.9e-29  103.2   6.6   1.0   1   0   0   1   1   1   1 Cache domain
Cache_3-Cache_2      PF17201.4  WP_065522112         -            2.2e-12   46.9   2.0   2.2e-12   46.9   2.0   1.6   2   1   0   2   2   1   1 Cache 3/Cache 2 fusion domain
dCache_2             PF08269.11 WP_065522112         -            1.6e-06   27.5   9.2   3.3e-05   23.2   9.2   2.6   1   1   0   1   1   0   0 Cache domain
